course_id,title,description,category,difficulty,rating,num_ratings,source,url
art-activity,Art Activity,"I loved it! I learned so much! soy profesional del área del arte, actualmente trabajo en un espacio de exhibición del área numismática, creo imprescindible lograr la comunicación efectiva con nuestro ...",Computer Science,Beginner,4.75,100,Coursera,https://www.coursera.org/learn/art-activity
art-of-negotiation,Art Of Negotiation,"Pl send me the Certificate.  Its overdueSanjay Banka Very powerfull, thanks a lot! excellent.  i learned a lot",Computer Science,Beginner,4.08,103,Coursera,https://www.coursera.org/learn/art-of-negotiation
arte-de-negociacion,Arte De Negociacion,"The course is excellent!! Very easy to follow.  It really gives you great tips to improve your time at work.  Las clases de la primera semana que acabo de leer, me encantaron",Computer Science,Beginner,4.5,24,Coursera,https://www.coursera.org/learn/arte-de-negociacion
arte-publico-pedagogia,Arte Publico Pedagogia,"Me ha parecido un bue curso.  Con mucha información además de proyectos prácticos en los cuales podemos experimentar con la teoría que vamos estudiando.  Tiene un punto de vista global, con varias mir...",Computer Science,Intermediate,5.0,1,Coursera,https://www.coursera.org/learn/arte-publico-pedagogia
artinquiry,Thank,Very well designed course for effective outcomes.  This course has helped me a lot to take constructive steps to improve my classroom experiences.  Now my students as well as I are enjoying the classe...,Arts & Design,Intermediate,4.74,35,Coursera,https://www.coursera.org/learn/artinquiry
arts-culture-innovation,Arts Culture Innovation,"Eye opening.  very inspirational, useful in many industry and with lots of references.  project management support and managerial role inspiration Thank you so much for such a great opportunity! I lov...",Computer Science,Intermediate,4.29,7,Coursera,https://www.coursera.org/learn/arts-culture-innovation
arts-heritage,Arts Heritage,Very useful information and datas about the customer satisfaction.  Challenging self projects on city branding.  And the insights of real managers of main Italian cultural institutions is just a brill...,Computer Science,Beginner,5.0,12,Coursera,https://www.coursera.org/learn/arts-heritage
assembling-genomes,Assembling Genomes,"This course took me three months of several hours of work a week to complete.  While I definitely learned a lot during that process, it would have been really helpful to have more active instructor en...",Computer Science,Advanced,3.6,5,Coursera,https://www.coursera.org/learn/assembling-genomes
astro,The,"It helped me to open my eyes! Really great! Thank you all! This course was simply amazing! Chris Impey eases into the subject of astronomy, with increasingly difficult subject matter as the course pro...",Computer Science,Beginner,4.84,148,Coursera,https://www.coursera.org/learn/astro
astrobiology,The,"Excellent course! I'm an electrical engineer, not an astronomer nor biologist.  However, I've always been interested in both topics.  This course delved into both just enough where I stayed focused an...",Engineering,Beginner,4.7,195,Coursera,https://www.coursera.org/learn/astrobiology
astrofizika,Astrofizika,"Один из лучших курсов по астрофизике, все очень доступно и наглядно.  Спасибо! Прошла курс слушателем.  Хорошая подача информации, только часто повторяются одни и те же моменты",Computer Science,Intermediate,4.5,2,Coursera,https://www.coursera.org/learn/astrofizika
astronomy,The,Loved this course.  Lots of great info and fascinating ideas.  A must for anyone interested in astrobiology! Good course,Science,Beginner,4.63,65,Coursera,https://www.coursera.org/learn/astronomy
astronomy-technology,Astronomy Technology,This is a great course amazing course. .,Computer Science,Beginner,4.9,20,Coursera,https://www.coursera.org/learn/astronomy-technology
atc21s,Very,"Very useful, informative and practical course! I highly recommend the course to all my friends! A MOOC with great elements to improve and reinforce our teaching work and to support our students in the...",Computer Science,Advanced,5.0,7,Coursera,https://www.coursera.org/learn/atc21s
audio-engineering,Audio Engineering,"Great Introduction! How about part 2? in depth knowledge about Acoustics and Electronics.  Great Course, highly recommended ! very helpful really nice material and learning methodology Curso muito Bom...",Computer Science,Beginner,4.4,55,Coursera,https://www.coursera.org/learn/audio-engineering
audio-signal-processing,Audio Signal Processing,The submission system for submitting assignments in most of the cases does not work.  I learned a lot and had fun at the same time good course .  If there will any Speech recognition course it will us...,Computer Science,Beginner,4.79,24,Coursera,https://www.coursera.org/learn/audio-signal-processing
augmented-reality,Augmented Reality,"thanks youi love ot Excellent Course This course introduces a relatively innovative technology, very easy to implement in many contexts (business, education, leisure. .",Computer Science,Beginner,4.67,18,Coursera,https://www.coursera.org/learn/augmented-reality
aulaconstructivista,Excelente,"!EXCELENTE! SIMPLEMENTE Excelente la forma de explicar del instructor usando la tecnología y con ejemplos variados y claros para la mejor comprensión, aprendí mucho de este curso y lo recomiendo ampli...",Computer Science,Beginner,4.88,130,Coursera,https://www.coursera.org/learn/aulaconstructivista
autism-spectrum-disorder,Autism Spectrum Disorder,Really helpful.  Very interesting.  Especially the focus on evidence based interventions is going to be really helpful at working with people with ASD,Computer Science,Beginner,4.44,96,Coursera,https://www.coursera.org/learn/autism-spectrum-disorder
autoliderazgo-gestion-emociones,Autoliderazgo Gestion Emociones,"Great course. Muchas gracias. Este curso es trasformador de paradigmas, y genera cambios internos",Computer Science,Intermediate,4.83,12,Coursera,https://www.coursera.org/learn/autoliderazgo-gestion-emociones
automata-system-validation,Automata System Validation,"I really like the subject of the course.  The presentation was really good.  However, some of the concepts were not so easy to understand",Computer Science,Beginner,4.62,8,Coursera,https://www.coursera.org/learn/automata-system-validation
autoridad,Excelente,"Excelente curso, con información para aplicar.  MUY RECOMENDABLE Sencillo y practico.  Me va a servir en mi desempeño laboral",Computer Science,Intermediate,4.41,41,Coursera,https://www.coursera.org/learn/autoridad
b2b-marketing,B2B Marketing,"Great !! Good content perfect very Good Some of the content are repetitive.  The first interview sounds ""staged"".  Some Korean reference (""noon sei"" or something like that ) are non-value adding",Business,Beginner,4.54,13,Coursera,https://www.coursera.org/learn/b2b-marketing
bacterial-infections,Bacterial Infections,The content might be great but the teachers don't seem to enjoy presenting the course at all.  They are basically reading from a script.  Very monotonous atmosphere,Health & Medicine,Beginner,4.58,98,Coursera,https://www.coursera.org/learn/bacterial-infections
basic-chemistry,Basic Chemistry,Excellent course! I enjoyed the videos very much.,Science,Intermediate,5.0,1,Coursera,https://www.coursera.org/learn/basic-chemistry
basic-modeling,Basic Modeling,"Excellent content.  The instructors are very thorough in their explainations.  The only fault I see is that there isn't many students doing the course, and such it is hard to get help, especially if y...",Computer Science,Beginner,4.67,6,Coursera,https://www.coursera.org/learn/basic-modeling
basic-statistics,Basic Statistics,Best course ever i have completed in my life :) Very easy to comprehend course.  Both presenters put extra effort in relaying the material and introducing comical relief along the way.  I can say now ...,Computer Science,Beginner,4.64,296,Coursera,https://www.coursera.org/learn/basic-statistics
bayesian,The,"I think the exercises could be more deep.  Honestly, I find it very hard to recommend this course to anyone.  First of all, let's note that the course covers quite more advanced topics than the previo...",Computer Science,Beginner,3.25,48,Coursera,https://www.coursera.org/learn/bayesian
bayesian-statistics,Bayesian Statistics,"Not very much in depth and does not offer complete lecture notes, which are necessary for answering the quizzes. .",Computer Science,Beginner,4.47,106,Coursera,https://www.coursera.org/learn/bayesian-statistics
bd2k-lincs,Bd2K Lincs,A very practical courses.  Very good introduction to Big Data sources and Computational Analysis tool.,Computer Science,Beginner,5.0,1,Coursera,https://www.coursera.org/learn/bd2k-lincs
be-a-leader,Be A Leader,GOD BLESS! AMAZING COURSE! THANK YOU!,Computer Science,Intermediate,5.0,1,Coursera,https://www.coursera.org/learn/be-a-leader
